::::Dially batch job::::: 
PLPACCDDMMAPPER,DmMapper
PLTADQDPRODUCTM1,DmProductMapper
PLTADQDPRODUCTM2,DmProductMapper
PLTADQDPRODUCTM3,DmProductMapper
PLTADQDPRODUCTM4,DmProductMapper
PLTADQDPRODUCTM5,DmProductMapper
PLTADQDPRODUCTM6,DmProductMapper
PLTADQDPRODUCTM7,DmProductMapper
PLTADQDPRODUCTM8,DmProductMapper
PLTADQDPRODUCTM9,DmProductMapper
::::::::Housekeeping::::::::::
PLPABXDRAFTAGREE,TerminateAgreements
PLPABXDRAFTAGREE,CancelQuoteAgreements
PLPABXDRAFTAGREE,CancelDraftAgreements
PLPABXDRAFTAGREE,CancelActiveQuoteAgreements
PLPAASMACCPROJPR,Primo
PLPAATMACCPROJEM,EndMonth
PLPAAUMINTRISKBO,InteresRiskBonus
PLPABTPOLICYSERV,SyncronizePolicyServiceDepartment
PLPAEUMAGREEMENT,AgreementValidationExport
PLPAAQDNEEDSADVA,NeedsAdvance
PLPAERDPRAAC,PolicyRollbackAfterAgreementChange
:::::  Diverse jobs  :::
PLPAPCDPIFUPDATE,PifUpdate
PLPADZDPIF2UPDAT,Pif2Update
:::PEP ::::
PLPACLMRUNPAYREP,RunningPayablesReporting
